MANDT,KURST,FCURR,TCURR,GDATU,UKURS,FFACT,TFACT
800,G,MXN,EUR,79829890,22.39470-,1,1
800,G,MXN,EUR,79829889,22.67100-,1,1
800,G,MXN,EUR,79829888,22.95200-,1,1
800,G,MXN,EUR,79829886,23.04400-,1,1
800,B,USD,EUR,79838777,1.04500-,1,1
800,B,USD,EUR,79838773,1.04590-,1,1
800,B,USD,EUR,79838772,1.04510-,1,1
800,B,USD,EUR,79838771,1.04180-,1,1
800,B,USD,EUR,79829896,1.03960-,1,1
800,G,USD,EUR,79838777,1.04480-,1,1
800,G,USD,EUR,79838773,1.04570-,1,1
800,G,USD,EUR,79838772,1.04470-,1,1
800,G,USD,EUR,79838771,1.04160-,1,1
800,G,USD,EUR,79829896,1.03920-,1,1
800,B,JPY,EUR,79838778,*2.27000-,1,1
800,B,JPY,EUR,79838777,*2.96000-,1,1
800,B,JPY,EUR,79838773,*2.45000-,1,1
800,B,JPY,EUR,79838772,*2.61000-,1,1
800,B,JPY,EUR,79838771,*2.71000-,1,1
800,B,JPY,EUR,79829896,*2.85000-,1,1
800,G,JPY,EUR,79838777,*2.92000-,1,1
800,G,JPY,EUR,79838773,*2.36000-,1,1
800,G,JPY,EUR,79838772,*2.56000-,1,1
800,G,JPY,EUR,79838771,*2.67000-,1,1
800,G,JPY,EUR,79829896,*2.82000-,1,1
800,G,GBP,EUR,79838777,0.84700-,1,1
800,B,GBP,EUR,79838777,0.84720-,1,1
800,G,GBP,EUR,79838773,0.85120-,1,1
800,B,GBP,EUR,79838773,0.85170-,1,1
800,G,GBP,EUR,79838772,0.85260-,1,1
800,B,GBP,EUR,79838772,0.85310-,1,1
800,G,GBP,EUR,79838771,0.85140-,1,1
800,B,GBP,EUR,79838771,0.85180-,1,1
800,G,GBP,EUR,79829896,0.84560-,1,1
800,B,GBP,EUR,79829896,0.84570-,1,1
800,B,CHF,EUR,79838777,1.07100-,1,1
800,B,CHF,EUR,79838773,1.07290-,1,1
800,B,CHF,EUR,79838772,1.07520-,1,1
800,B,CHF,EUR,79838771,1.07300-,1,1
800,B,CHF,EUR,79829896,1.06970-,1,1
800,G,CHF,EUR,79838777,1.07070-,1,1
800,G,CHF,EUR,79838773,1.07240-,1,1
800,G,CHF,EUR,79838772,1.07470-,1,1
800,G,CHF,EUR,79838771,1.07280-,1,1
800,G,CHF,EUR,79829896,1.06950-,1,1
800,B,ZAR,EUR,79838778,14.54110-,1,1
800,B,ZAR,EUR,79838777,14.66210-,1,1
800,B,ZAR,EUR,79838773,14.61050-,1,1
800,B,ZAR,EUR,79838772,14.53090-,1,1
800,B,ZAR,EUR,79838771,14.50120-,1,1
800,B,ZAR,EUR,79829896,14.33330-,1,1
800,B,ZAR,EUR,79829894,14.36540-,1,1
800,G,ZAR,EUR,79838777,14.65210-,1,1
800,G,ZAR,EUR,79838773,14.57560-,1,1
800,G,ZAR,EUR,79838772,14.52090-,1,1
800,G,ZAR,EUR,79838771,14.44630-,1,1
800,G,ZAR,EUR,79829896,14.30310-,1,1
800,G,ZAR,EUR,79829894,14.34350-,1,1
800,B,CAD,EUR,79838777,1.40680-,1,1
800,B,CAD,EUR,79838773,1.41180-,1,1
800,B,CAD,EUR,79838772,1.41370-,1,1
800,B,CAD,EUR,79838771,1.41450-,1,1
800,B,CAD,EUR,79829896,1.39810-,1,1
800,G,CAD,EUR,79838778,1.39210-,1,1
800,G,CAD,EUR,79838777,1.40660-,1,1
800,G,CAD,EUR,79838773,1.41070-,1,1
800,G,CAD,EUR,79838772,1.41360-,1,1
800,G,CAD,EUR,79838771,1.41390-,1,1
800,G,CAD,EUR,79829896,1.39700-,1,1
800,G,NZD,EUR,79838778,1.50470-,1,1
800,B,NZD,EUR,79838778,1.50620-,1,1
800,G,NZD,EUR,79838777,1.51590-,1,1
800,B,NZD,EUR,79838777,1.51610-,1,1
800,G,NZD,EUR,79838773,1.50980-,1,1
800,B,NZD,EUR,79838773,1.51430-,1,1
800,G,NZD,EUR,79838772,1.51670-,1,1
800,B,NZD,EUR,79838772,1.51720-,1,1
800,G,NZD,EUR,79838771,1.50560-,1,1
800,B,NZD,EUR,79838771,1.50710-,1,1
800,G,NZD,EUR,79829896,1.50140-,1,1
800,B,NZD,EUR,79829896,1.50190-,1,1
800,B,TWD,EUR,79838777,33.61660-,1,1
800,B,TWD,EUR,79838773,33.61520-,1,1
800,B,TWD,EUR,79838772,33.75580-,1,1
800,B,TWD,EUR,79838771,33.73140-,1,1
800,B,TWD,EUR,79829896,33.64980-,1,1
800,B,TWD,EUR,79829894,33.56100-,1,1
800,G,TWD,EUR,79838777,33.59140-,1,1
800,G,TWD,EUR,79838773,33.59830-,1,1
800,G,TWD,EUR,79838772,33.71370-,1,1
800,G,TWD,EUR,79838771,33.69690-,1,1
800,G,TWD,EUR,79829896,33.62970-,1,1
800,G,TWD,EUR,79829894,33.51570-,1,1
800,B,AUD,EUR,79838778,1.43440-,1,1
800,B,AUD,EUR,79838777,1.45100-,1,1
800,B,AUD,EUR,79838773,1.45230-,1,1
800,B,AUD,EUR,79838772,1.45380-,1,1
800,B,AUD,EUR,79838771,1.45160-,1,1
800,B,AUD,EUR,79829896,1.44220-,1,1
800,G,AUD,EUR,79838778,1.43410-,1,1
800,G,AUD,EUR,79838777,1.45070-,1,1
800,G,AUD,EUR,79838773,1.45030-,1,1
800,G,AUD,EUR,79838772,1.45350-,1,1
800,G,AUD,EUR,79838771,1.45060-,1,1
800,G,AUD,EUR,79829896,1.44190-,1,1
800,G,AUD,EUR,79829894,1.43950-,1,1
800,B,SEK,EUR,79838777,9.61670-,1,1
800,B,SEK,EUR,79838773,9.64940-,1,1
800,B,SEK,EUR,79838772,9.65910-,1,1
800,B,SEK,EUR,79838771,9.57970-,1,1
800,B,SEK,EUR,79829896,9.53580-,1,1
800,B,SEK,EUR,79829894,9.53070-,1,1
800,G,SEK,EUR,79838777,9.61480-,1,1
800,G,SEK,EUR,79838773,9.64440-,1,1
800,G,SEK,EUR,79838772,9.65610-,1,1
800,G,SEK,EUR,79838771,9.57470-,1,1
800,G,SEK,EUR,79829896,9.53130-,1,1
800,G,SEK,EUR,79829894,9.52670-,1,1
800,B,SAR,EUR,79838777,3.92020-,1,1
800,B,SAR,EUR,79838773,3.92340-,1,1
800,B,SAR,EUR,79838772,3.92080-,1,1
800,B,SAR,EUR,79838771,3.90780-,1,1
800,B,SAR,EUR,79829896,3.89950-,1,1
800,B,SAR,EUR,79829894,3.93630-,1,1
800,G,SAR,EUR,79838777,3.91850-,1,1
800,G,SAR,EUR,79838773,3.92240-,1,1
800,G,SAR,EUR,79838772,3.91940-,1,1
800,G,SAR,EUR,79838771,3.90700-,1,1
800,G,SAR,EUR,79829896,3.89760-,1,1
800,B,PLN,EUR,79838777,4.40520-,1,1
800,B,PLN,EUR,79838773,4.40300-,1,1
800,B,PLN,EUR,79838772,4.41510-,1,1
800,B,PLN,EUR,79838771,4.40240-,1,1
800,B,PLN,EUR,79829896,4.39980-,1,1
800,G,PLN,EUR,79838777,4.40350-,1,1
800,G,PLN,EUR,79838773,4.39900-,1,1
800,G,PLN,EUR,79838772,4.41330-,1,1
800,G,PLN,EUR,79838771,4.39940-,1,1
800,G,PLN,EUR,79829896,4.39590-,1,1
800,B,NOK,EUR,79838777,9.09400-,1,1
800,B,NOK,EUR,79838773,9.10220-,1,1
800,B,NOK,EUR,79838772,9.10080-,1,1
800,B,NOK,EUR,79838771,9.08010-,1,1
800,B,NOK,EUR,79829896,9.01450-,1,1
800,B,NOK,EUR,79829894,9.01010-,1,1
800,B,HKD,EUR,79838777,0.84720-,1,1
800,G,NOK,EUR,79838777,9.08950-,1,1
800,B,HKD,EUR,79838773,0.85170-,1,1
800,G,NOK,EUR,79838773,9.09720-,1,1
800,B,HKD,EUR,79838772,0.85310-,1,1
800,G,NOK,EUR,79838772,9.09780-,1,1
800,B,HKD,EUR,79838771,0.85180-,1,1
800,G,NOK,EUR,79838771,9.07460-,1,1
800,B,HKD,EUR,79829896,0.84570-,1,1
800,G,NOK,EUR,79829896,9.01150-,1,1
800,G,NOK,EUR,79829894,9.00810-,1,1
800,G,HKD,EUR,79838777,0.84700-,1,1
800,G,HKD,EUR,79838773,0.85120-,1,1
800,G,HKD,EUR,79838772,0.85260-,1,1
800,G,HKD,EUR,79838771,0.85140-,1,1
800,G,HKD,EUR,79829896,0.84560-,1,1
800,B,AED,EUR,79838777,3.83930-,1,1
800,B,AED,EUR,79838773,3.84150-,1,1
800,B,AED,EUR,79838772,3.83940-,1,1
800,B,AED,EUR,79838771,3.82650-,1,1
800,B,AED,EUR,79829896,3.81910-,1,1
800,G,AED,EUR,79838777,3.83710-,1,1
800,G,AED,EUR,79838773,3.84020-,1,1
800,G,AED,EUR,79838772,3.83730-,1,1
800,G,AED,EUR,79838771,3.82610-,1,1
800,G,AED,EUR,79829896,3.81660-,1,1
800,G,AED,EUR,79829894,3.85370-,1,1
800,B,CZK,EUR,79838778,27.03300-,1,1
800,B,CZK,EUR,79838777,27.03000-,1,1
800,B,CZK,EUR,79838773,27.03000-,1,1
800,B,CZK,EUR,79838772,27.08200-,1,1
800,B,CZK,EUR,79838771,27.07900-,1,1
800,B,CZK,EUR,79829896,27.04600-,1,1
800,G,CZK,EUR,79838778,27.00300-,1,1
800,G,CZK,EUR,79838777,27.00000-,1,1
800,G,CZK,EUR,79838773,27.02100-,1,1
800,G,CZK,EUR,79838772,27.00200-,1,1
800,G,CZK,EUR,79838771,26.99900-,1,1
800,G,CZK,EUR,79829896,27.00100-,1,1
800,G,DKK,EUR,79838778,7.43380-,1,1
800,B,DKK,EUR,79838778,7.43400-,1,1
800,G,DKK,EUR,79838777,7.43370-,1,1
800,B,DKK,EUR,79838777,7.43420-,1,1
800,G,DKK,EUR,79838773,7.43340-,1,1
800,B,DKK,EUR,79838773,7.43460-,1,1
800,G,DKK,EUR,79838772,7.43530-,1,1
800,B,DKK,EUR,79838772,7.43580-,1,1
800,G,DKK,EUR,79838771,7.43410-,1,1
800,B,DKK,EUR,79838771,7.43460-,1,1
800,G,DKK,EUR,79829896,7.43410-,1,1
800,B,DKK,EUR,79829896,7.43460-,1,1
800,B,MXN,EUR,79838777,21.65200-,1,1
800,B,MXN,EUR,79838773,21.52740-,1,1
800,B,MXN,EUR,79838772,21.56210-,1,1
800,B,MXN,EUR,79838771,21.63000-,1,1
800,B,MXN,EUR,79829896,21.55340-,1,1
800,B,MXN,EUR,79829894,22.57830-,1,1
800,G,MXN,EUR,79838777,21.63300-,1,1
800,G,MXN,EUR,79838773,21.49250-,1,1
800,G,MXN,EUR,79838772,21.53870-,1,1
800,G,MXN,EUR,79838771,21.61140-,1,1
800,G,MXN,EUR,79829896,21.51690-,1,1
800,G,MXN,EUR,79829894,22.55260-,1,1
800,B,USD,EUR,79838786,1.06080-,1,1
800,B,USD,EUR,79838785,1.06500-,1,1
800,B,USD,EUR,79838784,1.04120-,1,1
800,B,USD,EUR,79838783,1.04490-,1,1
800,B,USD,EUR,79838780,1.04290-,1,1
800,B,USD,EUR,79838778,1.04070-,1,1
800,G,USD,EUR,79838786,1.06060-,1,1
800,G,USD,EUR,79838785,1.06480-,1,1
800,G,USD,EUR,79838784,1.04110-,1,1
800,G,USD,EUR,79838783,1.04480-,1,1
800,G,USD,EUR,79838780,1.04280-,1,1
800,G,USD,EUR,79838778,1.04060-,1,1
800,B,JPY,EUR,79838786,*2.40000-,1,1
800,B,JPY,EUR,79838785,*2.41000-,1,1
800,B,JPY,EUR,79838784,*3.27000-,1,1
800,B,JPY,EUR,79838783,*3.47000-,1,1
800,B,JPY,EUR,79838780,*2.34000-,1,1
800,G,JPY,EUR,79838786,*2.39000-,1,1
800,G,JPY,EUR,79838785,*2.37000-,1,1
800,G,JPY,EUR,79838784,*3.25000-,1,1
800,G,JPY,EUR,79838783,*3.42000-,1,1
800,G,JPY,EUR,79838780,*2.30000-,1,1
800,G,JPY,EUR,79838778,*2.20000-,1,1
800,G,GBP,EUR,79838786,0.83460-,1,1
800,B,GBP,EUR,79838786,0.83500-,1,1
800,G,GBP,EUR,79838785,0.84170-,1,1
800,B,GBP,EUR,79838785,0.84190-,1,1
800,G,GBP,EUR,79838784,0.83360-,1,1
800,B,GBP,EUR,79838784,0.83420-,1,1
800,G,GBP,EUR,79838783,0.84060-,1,1
800,B,GBP,EUR,79838783,0.84110-,1,1
800,G,GBP,EUR,79838780,0.84000-,1,1
800,B,GBP,EUR,79838780,0.84040-,1,1
800,G,GBP,EUR,79838778,0.84140-,1,1
800,B,GBP,EUR,79838778,0.84160-,1,1
800,B,CHF,EUR,79838786,1.07480-,1,1
800,B,CHF,EUR,79838785,1.07550-,1,1
800,B,CHF,EUR,79838784,1.07390-,1,1
800,B,CHF,EUR,79838783,1.07500-,1,1
800,B,CHF,EUR,79838780,1.07110-,1,1
800,B,CHF,EUR,79838778,1.06850-,1,1
800,G,CHF,EUR,79838786,1.07430-,1,1
800,G,CHF,EUR,79838785,1.07500-,1,1
800,G,CHF,EUR,79838784,1.07350-,1,1
800,G,CHF,EUR,79838783,1.07470-,1,1
800,G,CHF,EUR,79838780,1.07060-,1,1
800,G,CHF,EUR,79838778,1.06800-,1,1
800,B,ZAR,EUR,79838786,14.57590-,1,1
800,B,ZAR,EUR,79838785,14.58990-,1,1
800,B,ZAR,EUR,79838784,14.67490-,1,1
800,B,ZAR,EUR,79838783,14.56630-,1,1
800,B,ZAR,EUR,79838780,14.74650-,1,1
800,G,ZAR,EUR,79838786,14.55030-,1,1
800,G,ZAR,EUR,79838785,14.57940-,1,1
800,G,ZAR,EUR,79838784,14.64330-,1,1
800,G,ZAR,EUR,79838783,14.53510-,1,1
800,G,ZAR,EUR,79838780,14.73230-,1,1
800,G,ZAR,EUR,79838778,14.51360-,1,1
800,B,CAD,EUR,79838786,1.39230-,1,1
800,B,CAD,EUR,79838785,1.39570-,1,1
800,B,CAD,EUR,79838784,1.38810-,1,1
800,B,CAD,EUR,79838783,1.39650-,1,1
800,B,CAD,EUR,79838780,1.39400-,1,1
800,B,CAD,EUR,79838778,1.39260-,1,1
800,G,CAD,EUR,79838786,1.39200-,1,1
800,G,CAD,EUR,79838785,1.39520-,1,1
800,G,CAD,EUR,79838784,1.38760-,1,1
800,G,CAD,EUR,79838783,1.39600-,1,1
800,G,CAD,EUR,79838780,1.39380-,1,1
800,G,NZD,EUR,79838786,1.47460-,1,1
800,B,NZD,EUR,79838786,1.47510-,1,1
800,G,NZD,EUR,79838785,1.47340-,1,1
800,B,NZD,EUR,79838785,1.47490-,1,1
800,G,NZD,EUR,79838784,1.47550-,1,1
800,B,NZD,EUR,79838784,1.47700-,1,1
800,G,NZD,EUR,79838783,1.48670-,1,1
800,B,NZD,EUR,79838783,1.48820-,1,1
800,G,NZD,EUR,79838780,1.50180-,1,1
800,B,NZD,EUR,79838780,1.50230-,1,1
800,B,TWD,EUR,79838786,33.74400-,1,1
800,B,TWD,EUR,79838785,33.84470-,1,1
800,B,TWD,EUR,79838784,33.31340-,1,1
800,B,TWD,EUR,79838783,33.39290-,1,1
800,B,TWD,EUR,79838780,33.40200-,1,1
800,B,TWD,EUR,79838778,33.33260-,1,1
800,G,TWD,EUR,79838786,33.70480-,1,1
800,G,TWD,EUR,79838785,33.80850-,1,1
800,G,TWD,EUR,79838784,33.27980-,1,1
800,G,TWD,EUR,79838783,33.35730-,1,1
800,G,TWD,EUR,79838780,33.36330-,1,1
800,G,TWD,EUR,79838778,33.31060-,1,1
800,B,AUD,EUR,79838786,1.41780-,1,1
800,B,AUD,EUR,79838785,1.41750-,1,1
800,B,AUD,EUR,79838784,1.41200-,1,1
800,B,AUD,EUR,79838783,1.42140-,1,1
800,B,AUD,EUR,79838780,1.43480-,1,1
800,G,AUD,EUR,79838786,1.41770-,1,1
800,G,AUD,EUR,79838785,1.41720-,1,1
800,G,AUD,EUR,79838784,1.41170-,1,1
800,G,AUD,EUR,79838783,1.42110-,1,1
800,G,AUD,EUR,79838780,1.43450-,1,1
800,B,SEK,EUR,79838786,9.71880-,1,1
800,B,SEK,EUR,79838785,9.74460-,1,1
800,B,SEK,EUR,79838784,9.76270-,1,1
800,B,SEK,EUR,79838783,9.80280-,1,1
800,B,SEK,EUR,79838780,9.77930-,1,1
800,B,SEK,EUR,79838778,9.65060-,1,1
800,G,SEK,EUR,79838786,9.71700-,1,1
800,G,SEK,EUR,79838785,9.74010-,1,1
800,G,SEK,EUR,79838784,9.75770-,1,1
800,G,SEK,EUR,79838783,9.79830-,1,1
800,G,SEK,EUR,79838780,9.77750-,1,1
800,G,SEK,EUR,79838778,9.64780-,1,1
800,B,SAR,EUR,79838786,3.97880-,1,1
800,B,SAR,EUR,79838785,3.99420-,1,1
800,B,SAR,EUR,79838784,3.90650-,1,1
800,B,SAR,EUR,79838783,3.91960-,1,1
800,B,SAR,EUR,79838780,3.91220-,1,1
800,B,SAR,EUR,79838778,3.90370-,1,1
800,G,SAR,EUR,79838786,3.97780-,1,1
800,G,SAR,EUR,79838785,3.99350-,1,1
800,G,SAR,EUR,79838784,3.90460-,1,1
800,G,SAR,EUR,79838783,3.91780-,1,1
800,G,SAR,EUR,79838780,3.91050-,1,1
800,G,SAR,EUR,79838778,3.90310-,1,1
800,B,PLN,EUR,79838786,4.44700-,1,1
800,B,PLN,EUR,79838785,4.44500-,1,1
800,B,PLN,EUR,79838784,4.45210-,1,1
800,B,PLN,EUR,79838783,4.42340-,1,1
800,B,PLN,EUR,79838780,4.41290-,1,1
800,B,PLN,EUR,79838778,4.41260-,1,1
800,G,PLN,EUR,79838786,4.44540-,1,1
800,G,PLN,EUR,79838785,4.44400-,1,1
800,G,PLN,EUR,79838784,4.45000-,1,1
800,G,PLN,EUR,79838783,4.41890-,1,1
800,G,PLN,EUR,79838780,4.41200-,1,1
800,G,PLN,EUR,79838778,4.40910-,1,1
800,B,NOK,EUR,79838786,8.96680-,1,1
800,B,NOK,EUR,79838785,9.02440-,1,1
800,B,NOK,EUR,79838784,8.98850-,1,1
800,B,NOK,EUR,79838783,9.08900-,1,1
800,B,NOK,EUR,79838780,9.04760-,1,1
800,B,NOK,EUR,79838778,9.02600-,1,1
800,B,HKD,EUR,79838786,0.83500-,1,1
800,G,NOK,EUR,79838786,8.96500-,1,1
800,B,HKD,EUR,79838785,0.84190-,1,1
800,G,NOK,EUR,79838785,9.01890-,1,1
800,B,HKD,EUR,79838784,0.83420-,1,1
800,G,NOK,EUR,79838784,8.98400-,1,1
800,B,HKD,EUR,79838783,0.84110-,1,1
800,G,NOK,EUR,79838783,9.08450-,1,1
800,B,HKD,EUR,79838780,0.84040-,1,1
800,G,NOK,EUR,79838780,9.04460-,1,1
800,B,HKD,EUR,79838778,0.84160-,1,1
800,G,NOK,EUR,79838778,9.02100-,1,1
800,G,HKD,EUR,79838786,0.83460-,1,1
800,G,HKD,EUR,79838785,0.84170-,1,1
800,G,HKD,EUR,79838784,0.83360-,1,1
800,G,HKD,EUR,79838783,0.84060-,1,1
800,G,HKD,EUR,79838780,0.84000-,1,1
800,G,HKD,EUR,79838778,0.84140-,1,1
800,B,AED,EUR,79838786,3.89670-,1,1
800,B,AED,EUR,79838785,3.91180-,1,1
800,B,AED,EUR,79838784,3.82580-,1,1
800,B,AED,EUR,79838783,3.83850-,1,1
800,B,AED,EUR,79838780,3.83140-,1,1
800,B,AED,EUR,79838778,3.82270-,1,1
800,G,AED,EUR,79838786,3.89520-,1,1
800,G,AED,EUR,79838785,3.91040-,1,1
800,G,AED,EUR,79838784,3.82330-,1,1
800,G,AED,EUR,79838783,3.83710-,1,1
800,G,AED,EUR,79838780,3.82920-,1,1
800,G,AED,EUR,79838778,3.82130-,1,1
800,B,CZK,EUR,79838786,27.04800-,1,1
800,B,CZK,EUR,79838785,27.05200-,1,1
800,B,CZK,EUR,79838784,27.04700-,1,1
800,B,CZK,EUR,79838783,27.04300-,1,1
800,B,CZK,EUR,79838780,27.03300-,1,1
800,G,CZK,EUR,79838786,27.01800-,1,1
800,G,CZK,EUR,79838785,27.02200-,1,1
800,G,CZK,EUR,79838784,27.00200-,1,1
800,G,CZK,EUR,79838783,27.00800-,1,1
800,G,CZK,EUR,79838780,27.00300-,1,1
800,G,DKK,EUR,79838786,7.43700-,1,1
800,B,DKK,EUR,79838786,7.43750-,1,1
800,G,DKK,EUR,79838785,7.43550-,1,1
800,B,DKK,EUR,79838785,7.43580-,1,1
800,G,DKK,EUR,79838784,7.43580-,1,1
800,B,DKK,EUR,79838784,7.43630-,1,1
800,G,DKK,EUR,79838783,7.43360-,1,1
800,B,DKK,EUR,79838783,7.43410-,1,1
800,G,DKK,EUR,79838780,7.43370-,1,1
800,B,DKK,EUR,79838780,7.43410-,1,1
800,B,MXN,EUR,79838786,21.50100-,1,1
800,B,MXN,EUR,79838785,21.56670-,1,1
800,B,MXN,EUR,79838784,21.51890-,1,1
800,B,MXN,EUR,79838783,21.27970-,1,1
800,B,MXN,EUR,79838780,21.36200-,1,1
800,B,MXN,EUR,79838778,21.32440-,1,1
800,G,MXN,EUR,79838786,21.48070-,1,1
800,G,MXN,EUR,79838785,21.55220-,1,1
800,G,MXN,EUR,79838784,21.47170-,1,1
800,G,MXN,EUR,79838783,21.25110-,1,1
800,G,MXN,EUR,79838780,21.34180-,1,1
800,G,MXN,EUR,79838778,21.30640-,1,1
800,B,USD,EUR,79838792,1.07260-,1,1
800,B,USD,EUR,79838791,1.07870-,1,1
800,B,USD,EUR,79838790,1.05760-,1,1
800,B,USD,EUR,79838787,1.06090-,1,1
800,G,USD,EUR,79838794,1.06970-,1,1
800,B,USD,EUR,79838794,1.06980-,1,1
800,G,USD,EUR,79838793,1.07350-,1,1
800,B,USD,EUR,79838793,1.07400-,1,1
800,G,USD,EUR,79838792,1.07230-,1,1
800,G,USD,EUR,79838791,1.07840-,1,1
800,G,USD,EUR,79838790,1.05750-,1,1
800,G,USD,EUR,79838787,1.06050-,1,1
800,B,JPY,EUR,79838794,*2.39000-,1,1
800,B,JPY,EUR,79838793,*2.48000-,1,1
800,B,JPY,EUR,79838792,*2.27000-,1,1
800,B,JPY,EUR,79838791,*2.34000-,1,1
800,B,JPY,EUR,79838790,*1.61000-,1,1
800,B,JPY,EUR,79838787,*2.73000-,1,1
800,G,JPY,EUR,79838794,*2.34000-,1,1
800,G,JPY,EUR,79838793,*2.44000-,1,1
800,G,JPY,EUR,79838792,*2.23000-,1,1
800,G,JPY,EUR,79838791,*2.31000-,1,1
800,G,JPY,EUR,79838790,*1.55000-,1,1
800,G,JPY,EUR,79838787,*2.69000-,1,1
800,B,GBP,EUR,79838794,0.84030-,1,1
800,B,GBP,EUR,79838793,0.84220-,1,1
800,G,GBP,EUR,79838792,0.85120-,1,1
800,B,GBP,EUR,79838792,0.85160-,1,1
800,G,GBP,EUR,79838791,0.85060-,1,1
800,B,GBP,EUR,79838791,0.85070-,1,1
800,G,GBP,EUR,79838790,0.83930-,1,1
800,B,GBP,EUR,79838790,0.83940-,1,1
800,G,GBP,EUR,79838787,0.83960-,1,1
800,B,GBP,EUR,79838787,0.83980-,1,1
800,G,GBP,EUR,79838794,0.84020-,1,1
800,G,GBP,EUR,79838793,0.84170-,1,1
800,B,CHF,EUR,79838792,1.08400-,1,1
800,B,CHF,EUR,79838791,1.08600-,1,1
800,B,CHF,EUR,79838790,1.07700-,1,1
800,B,CHF,EUR,79838787,1.07630-,1,1
800,G,CHF,EUR,79838794,1.08020-,1,1
800,B,CHF,EUR,79838794,1.08040-,1,1
800,G,CHF,EUR,79838793,1.08280-,1,1
800,B,CHF,EUR,79838793,1.08300-,1,1
800,G,CHF,EUR,79838792,1.08370-,1,1
800,G,CHF,EUR,79838791,1.08580-,1,1
800,G,CHF,EUR,79838790,1.07680-,1,1
800,G,CHF,EUR,79838787,1.07600-,1,1
800,B,ZAR,EUR,79838793,14.63430-,1,1
800,B,ZAR,EUR,79838792,14.53670-,1,1
800,B,ZAR,EUR,79838791,14.66260-,1,1
800,B,ZAR,EUR,79838790,14.51720-,1,1
800,B,ZAR,EUR,79838787,14.54260-,1,1
800,G,ZAR,EUR,79838793,14.60530-,1,1
800,G,ZAR,EUR,79838792,14.52670-,1,1
800,G,ZAR,EUR,79838791,14.64370-,1,1
800,G,ZAR,EUR,79838790,14.49540-,1,1
800,G,ZAR,EUR,79838787,14.53260-,1,1
800,B,CAD,EUR,79838794,1.42540-,1,1
800,B,CAD,EUR,79838793,1.42500-,1,1
800,B,CAD,EUR,79838792,1.42440-,1,1
800,B,CAD,EUR,79838791,1.42550-,1,1
800,B,CAD,EUR,79838790,1.39390-,1,1
800,B,CAD,EUR,79838787,1.39250-,1,1
800,G,CAD,EUR,79838794,1.42520-,1,1
800,G,CAD,EUR,79838793,1.42390-,1,1
800,G,CAD,EUR,79838792,1.42420-,1,1
800,G,CAD,EUR,79838791,1.42450-,1,1
800,G,CAD,EUR,79838790,1.39340-,1,1
800,G,CAD,EUR,79838787,1.39240-,1,1
800,G,NZD,EUR,79838794,1.51130-,1,1
800,B,NZD,EUR,79838794,1.51210-,1,1
800,G,NZD,EUR,79838793,1.50720-,1,1
800,B,NZD,EUR,79838793,1.50750-,1,1
800,G,NZD,EUR,79838792,1.50160-,1,1
800,B,NZD,EUR,79838792,1.50210-,1,1
800,G,NZD,EUR,79838791,1.49650-,1,1
800,B,NZD,EUR,79838791,1.49800-,1,1
800,G,NZD,EUR,79838790,1.47440-,1,1
800,B,NZD,EUR,79838790,1.47490-,1,1
800,G,NZD,EUR,79838787,1.47920-,1,1
800,B,NZD,EUR,79838787,1.47970-,1,1
800,B,TWD,EUR,79838793,34.33150-,1,1
800,B,TWD,EUR,79838792,34.13010-,1,1
800,B,TWD,EUR,79838791,34.16890-,1,1
800,B,TWD,EUR,79838790,33.62960-,1,1
800,B,TWD,EUR,79838787,33.75250-,1,1
800,G,TWD,EUR,79838793,34.28540-,1,1
800,G,TWD,EUR,79838792,34.08730-,1,1
800,G,TWD,EUR,79838791,34.12600-,1,1
800,G,TWD,EUR,79838790,33.60520-,1,1
800,G,TWD,EUR,79838787,33.71330-,1,1
800,B,AUD,EUR,79838794,1.44070-,1,1
800,B,AUD,EUR,79838793,1.44180-,1,1
800,B,AUD,EUR,79838792,1.43920-,1,1
800,B,AUD,EUR,79838791,1.44150-,1,1
800,B,AUD,EUR,79838790,1.41370-,1,1
800,B,AUD,EUR,79838787,1.41780-,1,1
800,G,AUD,EUR,79838794,1.44040-,1,1
800,G,AUD,EUR,79838793,1.44150-,1,1
800,G,AUD,EUR,79838792,1.43890-,1,1
800,G,AUD,EUR,79838791,1.44000-,1,1
800,G,AUD,EUR,79838790,1.41340-,1,1
800,G,AUD,EUR,79838787,1.41750-,1,1
800,B,SEK,EUR,79838793,9.80800-,1,1
800,B,SEK,EUR,79838792,9.77620-,1,1
800,B,SEK,EUR,79838791,9.77040-,1,1
800,B,SEK,EUR,79838790,9.68230-,1,1
800,B,SEK,EUR,79838787,9.73310-,1,1
800,G,SEK,EUR,79838793,9.80580-,1,1
800,G,SEK,EUR,79838792,9.77440-,1,1
800,G,SEK,EUR,79838791,9.76590-,1,1
800,G,SEK,EUR,79838790,9.67780-,1,1
800,G,SEK,EUR,79838787,9.72860-,1,1
800,B,SAR,EUR,79838793,4.02790-,1,1
800,B,SAR,EUR,79838792,4.02240-,1,1
800,B,SAR,EUR,79838791,4.04500-,1,1
800,B,SAR,EUR,79838790,3.96680-,1,1
800,B,SAR,EUR,79838787,3.98060-,1,1
800,G,SAR,EUR,79838794,4.01170-,1,1
800,G,SAR,EUR,79838793,4.02640-,1,1
800,G,SAR,EUR,79838792,4.02180-,1,1
800,G,SAR,EUR,79838791,4.04450-,1,1
